step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
3,CASH_IN,194242.46,C1288163341,1447581.84,1641824.3,C1870252780,7298141.96,7103899.5,0,0
8,CASH_IN,17168.79,C504527899,5776129.46,5793298.24,C361268035,144630.81,285264.22,0,0
3,PAYMENT,18934.49,C977772506,50377,31442.51,M145122075,0,0,0,0
8,CASH_OUT,162344.86,C1241835988,264556,102211.14,C428796726,477731.65,847656.86,0,0
1,PAYMENT,2153.73,C639690519,15409,13255.27,M2089636626,0,0,0,0
8,PAYMENT,8198.83,C2016530268,20023.69,11824.86,M413188388,0,0,0,0
8,CASH_OUT,220726.94,C468404749,0,0,C662736689,8204505.73,8488789.41,0,0
8,TRANSFER,626794.31,C2049063123,0,0,C193625667,1024783.48,2526131,0,0
8,CASH_OUT,263073.58,C543720310,11263,0,C979719862,0,491448.89,0,0
7,PAYMENT,7007.81,C1172514862,648201,641193.19,M1388137600,0,0,0,0
7,PAYMENT,3673.46,C1894387045,36582,32908.54,M715982304,0,0,0,0
1,PAYMENT,8364.73,C1767230265,81,0,M593103894,0,0,0,0
8,CASH_OUT,458683.15,C2144260895,0,0,C904383922,859095.85,2065619.02,0,0
8,CASH_OUT,6883.56,C285657907,0,0,C1570560183,88942.78,165350.02,0,0
6,CASH_IN,61546.01,C2054033212,9040654.76,9102200.77,C769507769,73595.15,12049.14,0,0
8,PAYMENT,3215.02,C80101680,112,0,M111496179,0,0,0,0
7,PAYMENT,3544.17,C156321306,103014.81,99470.64,M789475336,0,0,0,0
7,PAYMENT,26038.01,C1282295280,25379.4,0,M168501791,0,0,0,0
8,CASH_IN,98889.59,C683754020,3742963.48,3841853.07,C982547576,511303.96,754095.34,0,0
5,CASH_OUT,293520.06,C1309713184,0,0,C453211571,5174801.52,5950433.65,0,0
7,PAYMENT,5150.18,C1225989975,104329,99178.82,M666989546,0,0,0,0
8,CASH_OUT,431222.2,C449423155,1857576.09,1426353.89,C2086425573,163272.4,0,0,0
7,PAYMENT,1759.63,C1991686255,9088,7328.37,M2099091301,0,0,0,0
8,CASH_OUT,129683.07,C826156189,105567,0,C664232848,0,546455,0,0
7,PAYMENT,15962.98,C615616735,844080.69,828117.71,M1128837480,0,0,0,0
8,PAYMENT,3303.38,C1369813443,10111,6807.62,M1289696765,0,0,0,0
2,CASH_IN,172485.68,C1640832113,3839070.78,4011556.46,C1538745405,434269.29,469207.53,0,0
7,PAYMENT,1698.43,C2117097811,206791,205092.57,M1507317108,0,0,0,0
8,PAYMENT,18542.73,C309359772,20647,2104.27,M712447692,0,0,0,0
2,CASH_IN,211454.31,C1607458416,7657962.52,7869416.83,C1789550256,4175810.62,3964356.31,0,0
7,TRANSFER,160710.01,C892424348,14884,0,C1046160944,458,162844.14,0,0
7,PAYMENT,4018.89,C1048135485,3021,0,M780753611,0,0,0,0
6,CASH_OUT,86821.76,C2103820460,0,0,C1022680775,100540.36,71835.64,0,0
2,PAYMENT,5203.95,C2069584894,638028.02,632824.07,M1954761469,0,0,0,0
8,PAYMENT,7946.89,C254471655,51605,43658.11,M1721234210,0,0,0,0
8,CASH_OUT,125892.11,C64608097,0,0,C1308497108,338763.39,781219.89,0,0
8,CASH_OUT,587049.59,C2142881724,0,0,C1395746279,1125016.21,1391020.69,0,0
8,TRANSFER,1816684.39,C107561597,0,0,C1369695156,3659986.18,5966884.67,0,0
8,TRANSFER,1801763.17,C1509645626,118449,0,C1292435170,55812.92,2076594.43,0,0
8,PAYMENT,5949.95,C1947709583,42613,36663.05,M2109661878,0,0,0,0
5,PAYMENT,7683.38,C1336758691,17553.22,9869.84,M1836786457,0,0,0,0
6,PAYMENT,5045.02,C1107717901,72566,67520.98,M1753110043,0,0,0,0
7,CASH_OUT,138227.14,C1739639273,0,0,C1917105166,412473.85,0,0,0
1,PAYMENT,5507.18,C1971991758,36030,30522.82,M2126723403,0,0,0,0
7,PAYMENT,6008.01,C1084574001,0,0,M417036696,0,0,0,0
8,CASH_IN,95261.25,C1098934439,40592,135853.25,C1178471274,1642317.76,2096994.78,0,0
7,PAYMENT,4827.31,C53117551,94928,90100.69,M422714490,0,0,0,0
1,CASH_IN,65934.11,C1897368146,3026995.64,3092929.75,C557041912,784048.39,557537.26,0,0
2,PAYMENT,349.63,C1108367077,9037,8687.37,M675889995,0,0,0,0
7,PAYMENT,22525.81,C1542348383,0,0,M1797496959,0,0,0,0
8,PAYMENT,27576.58,C855673149,434241.11,406664.52,M726283139,0,0,0,0
7,TRANSFER,37636.22,C1923018591,0,0,C728526866,5213599.03,5251235.25,0,0
8,TRANSFER,1139777.64,C515366401,68596,0,C1759482496,201310.73,2912335.58,0,0
8,PAYMENT,10855.58,C2133268403,118302.82,107447.24,M2093954864,0,0,0,0
7,TRANSFER,798390.38,C297833437,12425,0,C420561530,49049,366505.7,0,0
7,DEBIT,1458.81,C1025652280,0,0,C943166837,30613,0,0,0
8,CASH_IN,85580.3,C861704084,2309128.42,2394708.71,C67985650,121924.77,368605.5,0,0
2,PAYMENT,1327.37,C1947683363,159579.68,158252.31,M1665324560,0,0,0,0
8,PAYMENT,15395.26,C1789151673,198855,183459.74,M1825011454,0,0,0,0
7,PAYMENT,9824.17,C251343066,20326.2,10502.03,M1921907255,0,0,0,0
7,PAYMENT,11781.89,C1339093052,3503,0,M19665040,0,0,0,0
8,PAYMENT,2767.21,C1091624208,44675,41907.79,M1705251347,0,0,0,0
8,PAYMENT,12473.32,C225737134,9026.54,0,M1922841304,0,0,0,0
2,CASH_IN,109768.65,C419923787,7858869.37,7968638.01,C451111351,3668518.43,3419944.48,0,0
1,PAYMENT,3608.41,C635611994,11150,7541.59,M904253669,0,0,0,0
7,TRANSFER,685777.9,C1280915434,103161,0,C1435804085,96.88,1501855.54,0,0
5,CASH_IN,58431.85,C1938456924,1.01E+07,1.01E+07,C451111351,3842816,3678302.15,0,0
7,PAYMENT,6836.58,C47784393,20358,13521.42,M1063950014,0,0,0,0
1,PAYMENT,3065.41,C678962690,27404,24338.59,M1623287112,0,0,0,0
8,CASH_OUT,83713.05,C2014037133,0,0,C1178471274,2574637.16,2096994.78,0,0
8,PAYMENT,6107.51,C44568807,730,0,M458189677,0,0,0,0
6,PAYMENT,9948.64,C1540140763,555,0,M1735935287,0,0,0,0
8,PAYMENT,23968.25,C599999457,8464,0,M458727925,0,0,0,0
8,CASH_OUT,244187.62,C985530471,234.04,0,C1505755152,1.09E+07,1.46E+07,0,0
8,PAYMENT,3737.33,C1369180440,159452.36,155715.02,M1696780942,0,0,0,0
8,CASH_IN,211102.97,C1090370863,743373.77,954476.74,C692060775,270380.04,36628.35,0,0
8,PAYMENT,1601.25,C1063189240,49925,48323.75,M1836459483,0,0,0,0
4,PAYMENT,3100.46,C1644529474,1181.37,0,M181022659,0,0,0,0
7,TRANSFER,636710.53,C86828392,135829,0,C1475998599,29680,1286372.45,0,0
8,CASH_OUT,32989.09,C1155084102,32583.34,0,C473344802,88675.31,19916.44,0,0
2,CASH_IN,160370.33,C1887991591,1.05E+07,1.07E+07,C11003494,1.03E+07,1.02E+07,0,0
7,TRANSFER,93499.66,C1665846986,1264485.25,1170985.59,C1396297158,199098,185524.89,0,0
1,CASH_IN,186838.95,C817689537,6185786.33,6372625.28,C736709391,418838.5,46820.71,0,0
1,DEBIT,1672.55,C764358458,50419,48746.45,C885951223,381890.69,215851.28,0,0
8,CASH_OUT,160833.68,C1683264709,434,0,C607702142,1700,11475.36,0,0
6,CASH_OUT,193896.28,C2146952019,0,0,C2072865894,237106,182117.56,0,0
7,PAYMENT,14439.4,C352382451,11545,0,M1973179365,0,0,0,0
8,CASH_OUT,33959.63,C619429631,32391,0,C300836639,0,19979.28,0,0
8,PAYMENT,3242.06,C1531610304,105,0,M2100909601,0,0,0,0
8,CASH_IN,213184.57,C1929713204,182813.05,395997.62,C1668376627,100207.22,0,0,0
8,CASH_IN,158077.38,C115341006,2156386.8,2156386.8,C1948558238,2156386.8,1.16E+07,0,0
1,CASH_OUT,256773.54,C1774690057,0,0,C1971489295,888447.97,0,0,0
1,DEBIT,5853.21,C2066892165,5039,0,C662736689,20018,4891090.56,0,0
7,PAYMENT,3976.03,C2068935691,1492,0,M792518063,0,0,0,0
8,CASH_IN,56262.18,C1891264578,7973268.68,8029530.85,C1947645280,435495.55,338481.61,0,0
8,TRANSFER,501578.37,C1276746638,31473,0,C499052031,0,61997.79,0,0
8,PAYMENT,2778.51,C954878364,0,0,M1566931514,0,0,0,0
7,CASH_OUT,122312.38,C1999653946,9972.93,0,C929452805,412292.82,872104.29,0,0
5,DEBIT,1857.79,C645323114,11581.21,9723.42,C1877453512,118276.63,120134.42,0,0
8,PAYMENT,1092.66,C761519393,323088.19,321995.53,M494773649,0,0,0,0
7,CASH_IN,203443.12,C431283552,4100546.7,4303989.81,C766681183,1.34E+07,1.31E+07,0,0
3,PAYMENT,12240.34,C1828884696,551382,539141.66,M844133497,0,0,0,0
1,PAYMENT,16859.52,C138933223,0,0,M1774897456,0,0,0,0
2,CASH_OUT,299336.05,C1246023616,0,0,C977993101,744264.96,1748436.14,0,0
7,PAYMENT,5147.97,C1780041823,0,0,M1414426942,0,0,0,0
3,PAYMENT,392.99,C1299866826,29023.5,28630.51,M1996449989,0,0,0,0
8,CASH_OUT,121044.16,C629063952,0,0,C744708435,669151.57,630662.18,0,0
8,CASH_OUT,440878.93,C914738547,0,0,C1413055366,1068478.69,4023834.75,0,0
1,CASH_OUT,86204.31,C475394679,0,0,C1789550256,941198.26,4619798.56,0,0
8,PAYMENT,16574.48,C1226026135,886903.74,870329.26,M1917442510,0,0,0,0
8,CASH_OUT,303626.77,C62820468,4096,0,C1134976854,0,756076.63,0,0
8,CASH_OUT,182940.45,C612249759,0,0,C2040656033,1037923.42,8124431.39,0,0
8,PAYMENT,10340.55,C1845778021,4943675.47,4933334.92,M1882757289,0,0,0,0
7,PAYMENT,10877.18,C616874462,0,0,M2075873911,0,0,0,0
1,PAYMENT,31922.09,C2111247080,350755.71,318833.62,M740827140,0,0,0,0
8,PAYMENT,840.93,C1660272231,923,82.07,M1317768552,0,0,0,0
8,CASH_IN,98947.42,C1077275342,3100,102047.42,C1635207173,51591,9113156.25,0,0
1,PAYMENT,5882.32,C278476563,10252,4369.68,M1479909053,0,0,0,0
7,PAYMENT,449.26,C194109476,40760.39,40311.13,M815450270,0,0,0,0
7,CASH_IN,11998.41,C1706427299,22451,34449.41,C1276319779,90253,233780.87,0,0
7,PAYMENT,1874.02,C1814705071,53047,51172.98,M1394617094,0,0,0,0
3,CASH_IN,20997.64,C1375297293,3432302.88,3453300.52,C665576141,7686896.3,6818933.6,0,0
7,DEBIT,4524.47,C1288698480,25272,20747.53,C973641248,21258,300127.92,0,0
7,CASH_OUT,126589.22,C1730497011,13306,0,C963383848,32193,281641.27,0,0
8,CASH_OUT,296926.44,C1743462143,0,0,C1834186423,431360.97,195248.73,0,0
8,CASH_OUT,79608.52,C47095269,54041.32,0,C2110180989,818711,0,0,0
7,TRANSFER,991772.38,C499847347,0,0,C935808590,1.52E+07,1.84E+07,0,0
2,CASH_OUT,211131.43,C261925632,0,0,C1122118227,1.11E+07,1.31E+07,0,0
8,PAYMENT,12511.56,C325120582,1139.85,0,M178371442,0,0,0,0
5,PAYMENT,5073.8,C1334204880,20057,14983.2,M663741480,0,0,0,0
6,CASH_OUT,381343.16,C617107045,0,0,C2083562754,4931288,5312631.16,0,0
8,CASH_IN,98049.88,C2086542612,427795.25,525845.12,C1996526533,11014,0,0,0
7,PAYMENT,6231.3,C1814058804,12285,6053.7,M530891662,0,0,0,0
1,TRANSFER,273951.34,C866273692,0,0,C1262822392,9392554.49,1.25E+07,0,0
8,CASH_IN,25001.03,C944441,3949471.32,3974472.35,C30013970,95683.63,0,0,0
7,PAYMENT,13882.68,C1506924576,0,0,M1419709972,0,0,0,0
1,PAYMENT,14157.15,C638580151,1114808.04,1100650.9,M925152318,0,0,0,0
2,CASH_OUT,36361.34,C392795843,26136.14,0,C1850180796,1046974.06,1187114.17,0,0
8,PAYMENT,13014.44,C1390318577,0,0,M1662374536,0,0,0,0
8,PAYMENT,2688.26,C1187967902,75155.52,72467.26,M215198941,0,0,0,0
7,CASH_OUT,139160.75,C760758048,0,0,C466505482,232681.17,655453.06,0,0
4,CASH_IN,278307.65,C731487976,4466623.69,4744931.34,C1883840933,1.59E+07,1.73E+07,0,0
1,CASH_IN,84022.18,C1526866775,5460855.44,5544877.62,C1816757085,1.08E+07,1.07E+07,0,0
8,TRANSFER,228289.36,C1406260873,0,0,C1046102247,877693.25,1694020.5,0,0
7,TRANSFER,1021582.12,C1589849961,0,0,C184253187,5060327.18,1.02E+07,0,0
1,PAYMENT,1373.43,C20804602,13854,12480.57,M1344519051,0,0,0,0
7,PAYMENT,5662.97,C1242945013,475,0,M1394208704,0,0,0,0
7,PAYMENT,14621.24,C683572661,182640,168018.76,M1879414521,0,0,0,0
7,PAYMENT,2421.53,C1116033499,82207,79785.47,M965129555,0,0,0,0
8,PAYMENT,27278.92,C1227099347,134335.1,107056.18,M2002318456,0,0,0,0
8,PAYMENT,3335.54,C1335371798,15907.89,12572.35,M1532832113,0,0,0,0
8,PAYMENT,10396.48,C8300243,17723,7326.52,M1707583366,0,0,0,0
8,TRANSFER,266010.53,C282529913,0,0,C968448640,1039312.97,3438487.71,0,0
7,PAYMENT,496.85,C443140192,71648.86,71152.01,M993274701,0,0,0,0
8,CASH_IN,337692.75,C3821649,117534,455226.75,C157591472,1050,508195.26,0,0
8,PAYMENT,14848.59,C635178081,350973,336124.41,M336064732,0,0,0,0
8,CASH_OUT,544138.12,C319511296,0,0,C374625527,2261346.9,5175906.61,0,0
8,PAYMENT,6686.57,C745189542,14506,7819.43,M617525182,0,0,0,0
2,PAYMENT,3719.89,C1322907569,31284,27564.11,M756126725,0,0,0,0
8,PAYMENT,2662.37,C255984077,348759.86,346097.49,M1695997193,0,0,0,0
8,PAYMENT,6288.27,C291618482,0,0,M275695646,0,0,0,0
1,PAYMENT,8865.26,C1488946768,84415.83,75550.57,M1942356772,0,0,0,0
1,PAYMENT,4617.63,C1526062841,61807,57189.37,M977650730,0,0,0,0
8,CASH_OUT,21471.24,C2043728388,184597,163125.76,C1701412896,0,21471.24,0,0
7,CASH_IN,35665.5,C2092531120,29831,65496.5,C305646302,3225.83,0,0,0
8,CASH_IN,62336.52,C614309125,3642,65978.52,C1239661879,12027,0,0,0
8,CASH_IN,5000.03,C1008753294,1758835.88,1763835.91,C254669696,44548.92,264308.82,0,0
8,TRANSFER,172180.16,C219086388,0,0,C1790202239,2315827.21,1592988.35,0,0
7,CASH_IN,5079.26,C1254488760,14250,19329.26,C42165108,50783,0,0,0
8,CASH_OUT,539716.9,C986113680,0,0,C1778801068,1.09E+07,1.18E+07,0,0
8,TRANSFER,1550338.48,C623201993,203575,0,C1254893565,263886.45,2085959.07,0,0
2,CASH_IN,178961.93,C2006166872,6049254.52,6228216.45,C985934102,1461775.3,1116289.38,0,0
8,CASH_IN,44772.02,C1659991869,1977,46749.02,C943166837,72528.09,0,0,0
7,TRANSFER,1718569.78,C1450451686,0,0,C214774813,1.78E+07,2.26E+07,0,0
7,PAYMENT,2211.07,C1148172078,0,0,M650835126,0,0,0,0
7,PAYMENT,6089.98,C862458730,252367.25,246277.27,M568119477,0,0,0,0
8,TRANSFER,1030502.57,C600860248,1056,0,C1413055366,934,4023834.75,0,0
1,PAYMENT,5432.09,C1978504976,49867.83,44435.75,M1338368149,0,0,0,0
8,PAYMENT,1654.41,C1913300550,0,0,M1180862248,0,0,0,0
8,CASH_OUT,102796.56,C1266944925,21506,0,C564160838,16702.98,246050.32,0,0
8,PAYMENT,11732.31,C424443589,6928.71,0,M1351598202,0,0,0,0
6,CASH_IN,29516.52,C1922662433,8990876.62,9020393.13,C1083142315,199110,141673.25,0,0
7,PAYMENT,8849.03,C1801278817,0,0,M1904841165,0,0,0,0
8,CASH_IN,290828.02,C810315953,5109465.86,5400293.89,C1504109395,5420618.13,4324988.42,0,0
8,CASH_OUT,315548.72,C1634591712,20619,0,C1474346966,15706,323398.34,0,0
7,PAYMENT,2429.32,C1103418177,1257,0,M1468909766,0,0,0,0
7,PAYMENT,8613.13,C250837356,105591,96977.87,M323114105,0,0,0,0
8,PAYMENT,9160.94,C1386688441,100499,91338.06,M1753673590,0,0,0,0
7,CASH_OUT,488632.1,C984363447,0,0,C465257140,590053.46,1078685.56,0,0
7,PAYMENT,135.61,C1249276560,61357,61221.39,M454887754,0,0,0,0
7,PAYMENT,2640.5,C1552686861,0,0,M610864412,0,0,0,0
1,CASH_IN,158483.1,C1153802607,7430.94,165914.04,C1850180796,1274879.15,1268668.92,0,0
7,TRANSFER,309088.03,C402762479,123,0,C1595278145,0,97805.68,0,0
8,CASH_OUT,212460.26,C528285759,0,0,C1023714065,2595239.45,8398562.84,0,0
8,CASH_OUT,50967.38,C1686986768,1217939.16,1166971.78,C1304046855,77548.29,0,0,0
7,TRANSFER,2102252.96,C1408974363,0,0,C128870695,1.04E+07,1.41E+07,0,0
6,PAYMENT,34209.42,C102100768,162,0,M322505366,0,0,0,0
6,CASH_OUT,244750.95,C1996087296,0,0,C1234776885,2070599.54,2315350.49,0,0
1,CASH_IN,245041.35,C512256603,7910045.61,8155086.95,C985934102,1658999.62,971418.91,0,0
8,PAYMENT,34953.48,C1394721877,10127.9,0,M773209924,0,0,0,0
4,PAYMENT,5249.58,C1289903687,13476,8226.42,M1669392873,0,0,0,0
8,PAYMENT,9740.47,C935202117,0,0,M624408149,0,0,0,0
1,CASH_IN,21255.8,C609483101,3113581.47,3134837.27,C1381128261,52109,0,0,0
1,PAYMENT,3154.06,C237373286,24239,21084.94,M742255664,0,0,0,0
8,PAYMENT,2137.94,C914075495,0,0,M2072736567,0,0,0,0
7,TRANSFER,662052.68,C1988445830,0,0,C97730845,1.55E+07,2.30E+07,0,0
7,PAYMENT,218.27,C395068544,85326,85107.73,M1464230046,0,0,0,0
8,CASH_OUT,362890.75,C2081613539,1179604.66,816713.91,C408304912,487887.98,3158225.46,0,0
8,CASH_IN,117556.17,C1074618705,1756888.46,1874444.63,C2036762590,759666.77,987490.04,0,0
7,PAYMENT,1303.15,C202438568,10604,9300.85,M1678338625,0,0,0,0
8,CASH_IN,155140.08,C333713084,235319.31,390459.39,C1635341595,4928823.79,6191938.31,0,0
1,CASH_OUT,29572.74,C62739928,0,0,C1262822392,1.25E+07,1.25E+07,0,0
6,PAYMENT,2694.66,C1611348974,6962,4267.34,M311642344,0,0,0,0
8,CASH_OUT,121487.04,C458705799,0,0,C1095587424,738380.25,1261611.22,0,0
7,PAYMENT,17204.34,C1111535829,0,0,M388092920,0,0,0,0
8,PAYMENT,4835.69,C1632740410,0,0,M503936013,0,0,0,0
5,TRANSFER,41139.2,C1797578199,0,0,C662736689,4388254.93,4429394.13,0,0
8,CASH_IN,44143.85,C1690598428,6821449.59,6865593.44,C1545688642,356586.47,77114.12,0,0
7,PAYMENT,20251.95,C467058608,454116.45,433864.5,M1000093805,0,0,0,0
7,PAYMENT,3374.67,C342363433,93411,90036.33,M54416043,0,0,0,0
6,TRANSFER,32925.72,C499774893,22043,0,C1345063038,38277.84,108597.29,0,0
1,PAYMENT,5491.5,C1271041075,36605,31113.5,M1141500277,0,0,0,0
8,CASH_IN,68123.44,C1039000314,21044,89167.44,C1860513229,0,0,0,0
5,PAYMENT,3897.56,C1273048940,3881,0,M1389056701,0,0,0,0
2,PAYMENT,6416.72,C1645557354,25234.75,18818.03,M1188871851,0,0,0,0
8,CASH_IN,144621.41,C478062938,8769139.55,8913760.96,C35263828,649353.66,0,0,0
1,PAYMENT,4613.1,C403960809,1566862.94,1562249.83,M684429600,0,0,0,0
2,PAYMENT,10554.67,C884868698,52743,42188.33,M1905229914,0,0,0,0
8,CASH_OUT,392136.86,C2119593685,0,0,C347696158,1.38E+07,1.56E+07,0,0
7,PAYMENT,21230.26,C539731466,0,0,M317443574,0,0,0,0
1,PAYMENT,3638.87,C351965871,46462.23,42823.36,M186049026,0,0,0,0
7,PAYMENT,4791,C1407729328,5389,598,M2041957520,0,0,0,0
1,TRANSFER,637161,C1846982837,0,0,C1789550256,1166259.76,4619798.56,0,0
7,CASH_OUT,142984.74,C572720057,0,0,C179678995,549007,0,0,0
7,CASH_OUT,214185.34,C1668543966,54898,0,C1340904400,31067,0,0,0
7,PAYMENT,309.04,C1824117736,120671.06,120362.02,M1761298696,0,0,0,0
7,PAYMENT,10424.89,C1026138669,50780,40355.11,M1852900317,0,0,0,0
8,CASH_IN,130010.21,C1509788700,1.26E+07,1.27E+07,C1583798365,268996.27,115712.16,0,0
7,PAYMENT,6588.29,C1223460369,474433.77,467845.48,M1478805516,0,0,0,0
7,CASH_OUT,261230.56,C57010927,305.66,0,C1515704208,9711909.04,9973139.6,0,0
3,CASH_OUT,69119.41,C26741311,40752.69,0,C934085675,86047.54,155166.96,0,0
6,PAYMENT,920.85,C49018148,581,0,M1102948993,0,0,0,0
4,PAYMENT,2674.97,C1357663228,0,0,M145833361,0,0,0,0
8,PAYMENT,3980.67,C1527598879,590450.55,586469.88,M1544938999,0,0,0,0
6,PAYMENT,1942.26,C956934228,1354.92,0,M2071551415,0,0,0,0
8,CASH_IN,77636.31,C1191957365,4149135.66,4226771.97,C1705929636,376069.72,228714.72,0,0
1,CASH_IN,62983.91,C837246227,6910839.59,6973823.5,C1740000325,454778.18,1363368.51,0,0
8,CASH_OUT,522992.77,C371720676,131165.87,0,C2072030256,873223.03,0,0,0
7,PAYMENT,1040.18,C2068830867,240816.87,239776.69,M18819142,0,0,0,0
7,PAYMENT,12060.01,C697701797,0,0,M1000763518,0,0,0,0
1,CASH_IN,206955.99,C1894144426,1328015.46,1534971.46,C998351292,2027750.76,1015132.48,0,0
7,CASH_OUT,141949.9,C1747949270,0,0,C423580937,1335782.04,1.27E+07,0,0
8,CASH_IN,436789.39,C648650906,8876169.34,9312958.73,C1504109395,5129790.1,4324988.42,0,0
2,DEBIT,3476.19,C1899938605,0,0,C392292416,5056707.37,4450740.26,0,0
8,CASH_IN,38642.89,C1375632543,1.25E+07,1.26E+07,C1860564101,44954.99,6312.1,0,0
8,TRANSFER,194405.03,C1535131647,254268.38,59863.35,C863811613,4476468.4,1.42E+07,0,0
7,PAYMENT,7448.97,C719626586,0,0,M51581349,0,0,0,0
7,CASH_IN,207193.81,C2078960918,408890,616083.81,C341156724,67129,285438.93,0,0
4,PAYMENT,2914.36,C1663189493,109426,106511.64,M1690018027,0,0,0,0
2,CASH_IN,233432.28,C832743930,56098,289530.28,C215145189,1891.79,0,0,0
8,TRANSFER,1416243.03,C106253722,0,0,C1247600089,2897720.08,6965916.76,0,0
8,PAYMENT,1804.47,C824953640,0,0,M1599610096,0,0,0,0
3,PAYMENT,20995.68,C1252204540,3000,0,M2034610694,0,0,0,0
3,PAYMENT,12694.9,C771715205,179254,166559.1,M799692219,0,0,0,0
7,PAYMENT,7123,C487774005,0,0,M1901558635,0,0,0,0
8,PAYMENT,25622.45,C933084055,473101.87,447479.42,M541432460,0,0,0,0
1,DEBIT,5337.77,C712410124,41720,36382.23,C195600860,41898,40348.79,0,0
7,PAYMENT,4435.37,C1836115595,6052,1616.63,M663139908,0,0,0,0
1,PAYMENT,7143.2,C351970188,0,0,M2146613458,0,0,0,0
7,PAYMENT,8673.34,C207855967,511805,503131.66,M524923786,0,0,0,0
7,CASH_IN,213765.78,C1085700275,4421142.64,4634908.42,C728885526,345283.88,211120.9,0,0
2,CASH_OUT,68968.25,C1092382020,0,0,C657736958,5510600.39,5579568.65,0,0
1,PAYMENT,2092.06,C1786040872,53336,51243.94,M882706486,0,0,0,0
1,DEBIT,8727.74,C166694583,882770,874042.26,C1129670968,12636,0,0,0
7,TRANSFER,569793.07,C1691044638,4778.74,0,C1588901702,676942.97,2320452.13,0,0
3,CASH_IN,53594.23,C436028378,4417812.72,4471406.95,C317071334,139555.44,85961.2,0,0
7,PAYMENT,4972.6,C1150857974,0,0,M1932525059,0,0,0,0
8,CASH_OUT,118743.68,C1807105745,0,0,C769342184,1.65E+07,1.67E+07,0,0
1,PAYMENT,9491.89,C597364637,0,0,M1637613097,0,0,0,0
7,PAYMENT,9071.09,C327225592,357464.94,348393.86,M1340648545,0,0,0,0
6,PAYMENT,6322.81,C1686332995,6020,0,M159504850,0,0,0,0
8,CASH_OUT,95194.97,C2015545626,16764,0,C1598412763,42422,0,0,0
7,PAYMENT,5274.97,C130243965,381771.9,376496.92,M617400603,0,0,0,0
1,PAYMENT,14403.17,C1497558532,0,0,M1584833211,0,0,0,0
8,CASH_OUT,183980.03,C1569717767,0,0,C194746285,365991.75,1404489.37,0,0
7,CASH_IN,15058.83,C2142509129,9185351.36,9200410.2,C47827984,36334,207790,0,0
8,PAYMENT,3134.71,C322895393,19950,16815.29,M51583809,0,0,0,0
8,CASH_OUT,94307.93,C2105235825,0,0,C1793325972,1147056.55,6311356.92,0,0
2,CASH_IN,278703.6,C512407823,6345410.53,6624114.13,C1749186397,364773.76,86070.17,0,0
8,CASH_OUT,351756.34,C1739766973,1609792.69,1258036.35,C170899621,8291199.67,1.05E+07,0,0
3,PAYMENT,16573.43,C2059316201,40857,24283.57,M1510333744,0,0,0,0
8,PAYMENT,19995.6,C1441927451,45384.44,25388.84,M2083878958,0,0,0,0
1,CASH_IN,414285.51,C1318475957,8918271.71,9332557.22,C1049817027,614630.33,60738.03,0,0
7,CASH_OUT,263974.26,C71808371,0,0,C1479813516,1144030.53,0,0,0
8,TRANSFER,1164391.46,C1766483097,513,0,C593596322,0,990306.21,0,0
8,PAYMENT,15483.16,C1416016390,646190,630706.84,M51814511,0,0,0,0
7,PAYMENT,6339.5,C120815456,249861.38,243521.88,M1985056619,0,0,0,0
7,TRANSFER,78966.11,C1236880933,53056.54,0,C189963646,844978.25,1592418.7,0,0
2,PAYMENT,3714.42,C1085041526,176131.8,172417.38,M2038484780,0,0,0,0
8,PAYMENT,5646.16,C171290935,0,0,M885738476,0,0,0,0
3,TRANSFER,87674.26,C398468940,0,0,C997608398,157982.12,124042.91,0,0
8,TRANSFER,1901858,C523186483,215257,0,C1609562230,5371421.7,1.11E+07,0,0
4,TRANSFER,123755.39,C1687227181,15416,0,C476179877,0,79407.93,0,0
8,PAYMENT,10956.93,C2072921345,26536,15579.07,M1369929792,0,0,0,0
5,CASH_OUT,60726.57,C840095827,60726.57,0,C803116137,1.30E+07,1.31E+07,1,0
7,PAYMENT,10334.85,C14933721,20477,10142.15,M1591845721,0,0,0,0
3,CASH_IN,69219.36,C1938634748,21333.48,90552.84,C117162427,262540.06,7616.73,0,0
1,CASH_IN,236747.6,C1747053097,7622040.12,7858787.73,C757108857,390963.21,0,0,0
1,PAYMENT,11608.18,C1735962278,290,0,M81907268,0,0,0,0
7,PAYMENT,1470.5,C618120037,82475,81004.5,M649154765,0,0,0,0
8,PAYMENT,12904.17,C1022200690,109,0,M649846379,0,0,0,0
8,CASH_OUT,124557.92,C437072337,75,0,C2106576360,76969,175617.04,0,0
7,TRANSFER,1575365.68,C416864887,0,0,C1360767589,5137271.29,6712636.97,0,0
8,CASH_IN,36963.84,C587361979,5866445.48,5903409.32,C728526866,8642848.6,1.05E+07,0,0
7,PAYMENT,714.54,C560982600,5627.22,4912.68,M107642469,0,0,0,0
6,PAYMENT,24487.72,C414440302,31038,6550.28,M535517293,0,0,0,0
7,PAYMENT,8728.69,C1604359229,773729.79,765001.1,M1941665837,0,0,0,0
8,PAYMENT,4682.81,C202833643,302327,297644.19,M2029970700,0,0,0,0
6,PAYMENT,13048.61,C998901309,21308,8259.39,M976673374,0,0,0,0
